ComplaintType;Complaint;Date;Decision;Report_name
Facilities to the Press;Complaint of Shri Mumtaz Alam Khan, Editor, Hind Ki Kalam, Haridwar (U.K.) against Information & Public Relation Department, Dehradun (U.K.).;August 7, 2015;Disposed of with direction;AnnualReport2016
Facilities to the Press;Complaint of Shri Thakur Kumar (Manojanand), Editor, Thakur Sahab Times, Haridwar Uttarakhand against the I&PRD, Dehradun.;August 7, 2015;Dismissed the matter for default;AnnualReport2016
Facilities to the Press;Complaint of Shri Kailash Nath Verma, President & Shri Janki Sharan Dwivedi, General Secretary, Uttar Pradesh Working Journalist Union, Gonda (U.P.) against C.R.P.F. Inspector, Gonda (U.P.).;August 7, 2015;Assurance;AnnualReport2016
Facilities to the Press;Complaint of Shri Keshav Dutt Chandola, National President, Association of Small & Medium Newspapers of India, Kanpur against Press Magistrate, ACM III, Kanpur.;August 7, 2015;Dismissed the matter for default;AnnualReport2016
Facilities to the Press;Complaint of Shri Mahant Bhagwati Pratap Das, Correspondent, Aaj, Barabanki, UP against Information and Public Relations Department, UP.;August 7, 2015;Assurance;AnnualReport2016
Facilities to the Press;Complaint of Shri Mohd. Javed Kazmi, Owner, Printer, Publisher, Editor, Purvanchal Laher, Mau (U.P.) against DAVP.;August 7, 2015;Disposed of with observations;AnnualReport2016
Facilities to the Press;Complaint of Shri Ahmed Bharti, Editor, Nai Aawaz, Haridwar (U.K.) against the D.A.V.P.;August 7, 2015;Dismissed the matter for default;AnnualReport2016
Facilities to the Press;Complaint of Shri Dharmendra Nath Sharma, General Manager, Adhunik Avashakta, Pratapgarh, UP against DAVP;October 9, 2015;Disposed of with observation & advice;AnnualReport2016
Facilities to the Press;Complaint of Shri Sarvesh Kumar Suyash, Freelance Journalist and National President, All India Freelancer Journalist Federation, Kanpur, UP against the SDM, Kanpur and S.O. Kanpur, UP;October 9, 2015;Disposed of with direction;AnnualReport2016
Facilities to the Press;Complaint of Shri Vimlesh Gupta, Journalist, Shahjahanpur (UP) against Shri Surjan Lal, Shahjahapur, UP.;October 9, 2015;Disposed of with Direction;AnnualReport2016
Facilities to the Press;Suo-motu cognizance w.r.t. “Cash for Coverage” to the journalist by the BJP leaders in Madhya Pradesh appeared in the Hindu.;December 11, 2015;Disposed of with observation;AnnualReport2016
Facilities to the Press;Complaint of Shri Jagannath Bastia, President, Puri Journalists Association, Puri, Odisha against the Chairman, Parliamentary Standing Committee and Chairman-cum-Managing Director, UCO Bank, Kolkata;December 11, 2015;Disposed of with observation;AnnualReport2016
Facilities to the Press;Complaint of Shri Ravi Batra, Delhi against the Editor, National Duniya, New Delhi;December 11, 2015;Disposed of the matter for default;AnnualReport2016
Facilities to the Press;Complaint of Shri Harjeet Dua, Freelancer, Delhi against the Information & P u b l i c i t y Department, Government of NCT Delhi.;March 17, 2016;Dismissed the matter for default;AnnualReport2016
Facilities to the Press;Complaint of Shri R. Ramachandra Rao, Editor/ Publisher, Lokam Pokada, Nellore against RNI.;March 17, 2016;Disposed of with Direction;AnnualReport2016
Harassment of Newsman;Complaint of Shri Jitender Mishra, Journalist, Rashtriya Sahara, Konch, Gaya, Bihar against (i) Shri Sunil Saurabh, Journalist, Chauthi Duniya, Gaya, (ii) Shri Gopal Prasad Singha, Bureau Chief, Rashtriya Sahara, Gaya, (iii) Shri Dinesh Kumar Rai, Patna, Bihar.;June 2 , 2014;Dismissed the matter for default;AnnualReport2015
Harassment of Newsman;Complaint of Shri Vipin Tripathi, Correspondent, Sach Ka Teer, Mahasamund, Chhattisgarh against antisocial elements and police authorities.;June 2 , 2014;Dismissed the matter for default;AnnualReport2015
Harassment of Newsman;Complaint of Shri Ramashankar Singh Pasi, Chief Editor, Nyay Ki Kalam, Vidisha, M.P. against Shri Rajender Singh Thakur, Sub Inspector, M.P.;March 13, 2015;Sub-judice;AnnualReport2015
Harassment of Newsman;Complaint of Shri Ramvir Singh, Journalist, Such Kahon, Gautam Budh Nagar, U.P. against Shri Prabhat Ram, Deputy General Manager (HR), NTPC Ltd., Post Vidyutndagar, Gautam Budh Nagar, U.P.;March 13, 2015;Dismissed the matter for default;AnnualReport2015
Harassment of Newsman;Complaint of Shri Baljinder Kotbhara, Correspondent, Nawan Zamana, Bahatinda (Punjab) against Driver, Conductor and Helper of Orbit Bus Company, Bhatinda (Punjab).;March 13, 2015;Dismissed the matter for default;AnnualReport2015
Harassment of Newsman;Complaint of Shri Tribhuwan Poddar, Editor, Vishwasmat Times, Shakarpur, Delhi against, Shri Kishanveer Bhati, SubInspector, P.S. Geeta Colony, Delhi;March 13, 2015;Dismissed the matter for default;AnnualReport2015
Harassment of Newsman;Complaint of Shri Suresh Jaiswal alias Suresh Gandhi, Bureau Chief, Jansandesh Times, Bhadohi (U.P.) against Police & Administration, U.P.;March 13, 2015;Dismissed the matter for default;AnnualReport2015
Facilities to the Press;Complaint of Shri MS Rajneekar, Publisher, Repko News, Faridabad, Haryana against Shri Lekhraj Nonihal, President, Sewa Samiti, and police, Haryana.;June 2, 2014;Dismissed the matter for default;AnnualReport2015
Facilities to the Press;Complaint of Dr. Praveen Gupta, Chief Correspondent, Public News, Delhi against the Press Information Bureau, Delhi.;March 13th, 2015;Dismissed the matter for default;AnnualReport2015
Facilities to the Press;Complaint of Shri C.S. Kalra, Editor & Publisher, University Today, New Delhi against Prof. Rajbir Singh, Director, Consortium of Educational Communication (CEC), New Delhi.;March 13th, 2015;Dismissed the matter for default;AnnualReport2015
Facilities to the Press;Complaint of Shri Sanjeev Kumar, Editor, Satta Ki Parakh, Meerut, U.P. against The Director, Information & Public Relation Department, U.P. Administration, Lucknow, U.P.;March 13th, 2015;Dismissed the matter for default;AnnualReport2015
Facilities to the Press;Complaint of Shri Mohammad Irshad Rhine, Working Journalist, Dainik Vishwa Pariwar, Mahoba (U.P.) against Shri Ram Khilawan, District Information & Public Relation Department, Mahoba (U.P.).;March 13th, 2015;Dismiss Lack of Substance;AnnualReport2015
Facilities to the Press;Complaint of Shri Dharmender Sharma, General Manager, Adhunik Awashykta, Pratapgarh, U.P. against I&PRD, U.P.;March 13th, 2015;Assurance;AnnualReport2015
Harassment of Newsmen;Complaint of Shri Ramanand Mishra, Journalist/ District Coordinator, Bhrastachar Anveshan and Unmulan Parishad, Mau, U.P. against Dr. P.N. Chaturvedi, District Combined Hospital, Mau, U.P.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Atam Prakash Bajpayee, Editor, Sankta Uvach, Lakhimpur Khiri, U.P. against the Police Authorities, Lakhimpur, Khiri, U.P.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Devender Gupta, Correspondent, Raj Express, Jhansi, U.P. against the Sub-Divisional Magistrate and SHO, Mauranipur, Jhansi, U.P.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Sanjay Tamrekaar, Editor, Lalit Mashal, Lalitpur, U.P. against Shri Malkhe Dikshit, Sr. Sub-Inspector, Police Station, Mehrauni, Lalitpur, U.P.;July 22, 2013;Settled;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Lal Singh, Editor, Hathras Samachar, Hathras, U.P. against the Police Authorities, Hathras, U.P.;July 22, 2013;Disposed of with warning;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Naveen Mittal, Owner/Publisher/ Editor, Rajasva Ka Prahari, Bulandshahar, U.P. against the Commercial Tax Officer, Office of the Commercial Tax, Bulandshahar, U.P.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of the Editor, Namaste Bharat, New Delhi against the District Administration, Banda, U.P.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Govind Singh Bagdawat, Correspondent, Sanjha Lokswami, Susnair, M.P. against Smt. Rekha Rathore, SDM, Susnair, M.P.;November 15, 2013;Dismissed with direction to respondent;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Naresh Khattar, Chief Editor, Daurti Delhi, New Delhi against Shri Suresh Malik, Chairman, Shri Sanatan Dharam Mandir, Tilak Nagar, New Delhi and Police Authorities, Delhi.;November 15, 2013;Dismissed;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Ramchander Kumar Anjana, Correspondent, Hindustan, Bokaro, Jharkhand against Shri Ramod Kumar Singh, SHO, Thermal Bokaro Police Station, Bokaro, Jharkhand.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Bacchulal Dwivedi, Publisher/ Editor, Khiri Kranti Darshan, Khiri U.P. against Shri Om Prakash Tiwari, Advocate and Police Authority.;November 15, 2013;Disposed of with directions;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Kanahiyalal Vishvakarma, Chief Editor, Bundelkhand Suvarta, Lalitpur, U.P. against the Police Authorities, Lalitpur, U.P.;November 15, 2013;Disposed of with directions;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Om Prakash Verma, Editor, Ratriman, Hindi Daily, Behraich, U.P. against the Inspector In-Charge, District Behraich, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Mahesh Chander Verma, Editor, Jwala Ke Saath, Hathras, District Mahamayanagar, U.P. against the Police Authorities, Mahamayanagar, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Nihaal Hussain, Chief Editor/ Publisher, Sab Pe Nazar, Muradabad, U.P. against the Police Authorities and State Administration, Muradabad, U.P.;November 15, 2013;Sub-judice;AnnualReport2014
Harassment of Newsmen;Complaint of Dr. Neeraj Kumar, Journalist, Naya Kya Hai, Barot, District Baghpat, U.P. against SOG, Barot, District Baghpat, U.P.;November 15, 2013;Dismissed- Beyond Scope and Objective of the Council;AnnualReport2014
Harassment of Newsmen;Complaint of Mohd. Akram Khan, Journalist, Bhrashtachar Kyon, Moradabad, U.P. against the Anti-Social Elements and Police Authorities, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Vinod Kumar Kudheshiya, Chief Editor, Dreamland, Farukhabad, U.P. against Shri Haridas Verma, S.H.O., Fatehgadh, Farukhabad, U.P.;November 15, 2013;Withdrawn;AnnualReport2014
Harassment of Newsmen;Complaint by (i) U.P. Journalist Association, Hathras (ii) Press Club, Hathras (iii) Indian Human Rights Association, Hathras, U.P. against the Police Authorities, Hathras, U.P.;November 15, 2013;Directions;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Nizamuddin Siddiqui, Editor, Salaam Banda, Banda, U.P. against the Local Police and Mining Mafia, Banda, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Mahavir Jain, Editor, Dainik Marulehar, Barmer, Rajasthan against Shri Mevaram Jain, MLA, Barmer, and the Police Authorities, Barmer, Rajasthan.;November 15, 2013;Dismissed;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Murli Prathyaani, Editor, Prabal Shristi, Katni, M.P. against the District Administration, Katni, M.P.;November 15, 2013;Disposed of;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Lakshman Singh Maidh, Editor, Rashtriya Chetana, District Nagaur, Rajasthan against Dr. Surbhi Vashishth and Dr. Vinayak Gaur, Medical Officers, Government Hospital, Boravad, District Nagaur, Rajasthan.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri S. Manimaran, Editor, Thinaboomi, Tamil Daily, Madurai, T.N. against Government of Tamil Nadu.;November 15, 2013;Withdrawn;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Sanjay Bhati, Editor, Supreme News, Gautam Budh Nagar, U.P. against the Distirct Magistrate, Gautam Budh Nagar, U.P.;November 15, 2013;Dismissed- Devoid of merits;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Mohan Sharma, Editor, Rajasthani Chirag Daily & Kranti Bigul Weekly, Bikaner, Rajasthan against the Commissioner, Information & Public Relations Department, Government of Rajasthan, Jaipur.;November 15, 2013;Settled;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Shakti Pratap Singh, Local Correspondent, Aaj, Hindi Dainik, Allahabad, U.P. against the SHO, Manda & Circle Officer, Meza, Allahabad, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Harjeet Dua, Freelance Journalist, Delhi against the Dy. Commissioner of Police (East Delhi) and SHO, Krishna Nagar Police Station, Delhi, Shri Dilbar Gothi, Metro Editor, Navbharat Times and his brothers S/Shri Deepak Gothi and Taj Gothi of Bandematram Press, Delhi.;November 15, 2013;Disposed of with observation;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Raj Bahadur Yadav, Photographer, Hindustan, Sultanpur, U.P. against the Local Police Authorities, Sultanpur, U.P.;November 15, 2013;Disposed of;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Rajiv Maharaj, Journalist, Aaj, Lakhimpur, U.P. against Police Authorities, Lakhimpur, U.P.;November 15, 2013;Disposed of;AnnualReport2014
Harassment of Newsmen;Complaint of Chief Editor, Vashisht Times, Koria, Chhattisgarh against Shri R.K. Mishra, In-charge, City Kotwali, Koria, Chhattisgarh.;January 10, 2014;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Harjeet Dua, Freelancer Journalist, Delhi against the Mafia and Police Authorities, Delhi.;January 10, 2014;Dismissed with observations;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Ravi Shankar Shukla, Divisional General Secretary, Chhattisgarh Shramjivi Patrakar Sangh, Bilaspur Chhattisgarh against Shri Ashish Tamrekar, Councillor, Bilaspur, Chhattisgarh.;March 26, 2014;Dismissed the matter for default;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Omprakash Baghel, Chief Editor, Dunia Ek Nazar Mein, Aligarh, U.P. against the S.S.P., Aligarh, U.P.;March 26, 2014;Disposed of- Matter sub-judice;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Kanhiyalal Vishwakarma, Chief Editor, Bundelkhand Chetna, Lalitpur, U.P. against the Anti-Social Elements and the Police Authorities, Lalitpur, U.P.;March 26, 2014;Disposed of with directions;AnnualReport2014
Harassment of Newsmen;Complaint of Shri Avdesh Kumar Verma, Correspondent, Swatantra Bharat, Barabanki, U.P. against the Local Police Authorities, Barabanki, U.P.;March 26, 2014;Disposed of with directions;AnnualReport2014
Harassment of Newsmen;Journalist Union of Assam sought action regarding the arrest of Shri Bhupen Nath, Tezpur, correspondent of Niyamiya Barta, Guwahati;March 26, 2014;Directions;AnnualReport2014
Facilities to the Press;Complaint of Shri Keshav Dutt Chandola, Publisher, Nagraj Darpan, Kanpur, U.P. against the District Magistrate, Lucknow, U.P.;July 22, 2013;Disposed of;AnnualReport2014
Facilities to the Press;Complaint of Shri Satish Kumar Arya, Editor, Prem Vani, Saharanpur, U.P. against the Deputy Director, Information and Public Relations Department, Saharanpur, U.P.;July 22, 2013;Directions;AnnualReport2014
Facilities to the Press;Complaint of the Editor, Good Haryana, Jind, Haryana against Press Information Bureau, New Delhi.;July 22, 2013;Dismissed the matter for default;AnnualReport2014
Facilities to the Press;Complaint of Shri Prabodh Jamwal, Publisher, The Kashmir Times, H/D, Jammu, against The Director, DAVP, New Delhi.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Facilities to the Press;Complaint of Shri Prabodh Jamwal, Publisher, The Jammu Prabhat, Jammu, against The Director, DAVP, New Delhi.;,, }M;Dismissed the matter for default;AnnualReport2014
Facilities to the Press;Complaint of Shri Prabodh Jamwal, Publisher, The Kashmir Times, E/D, Jammu, against The Director, DAVP, New Delhi.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Facilities to the Press;Complaint of Shri Lokesh Kumar Gupt, Journalist, Amar Ujala, Lakhimpur Khiri, U.P. against Shri Rakesh Kumar, Sector Magistrate, Sharda Nagar, Presently Assistant Engineer, Irrigation Department, Sharda Nagar, District – Lakhimpur Khiri, U.P.;November 15, 2013;Dismissed the matter for default;AnnualReport2014
Facilities to the Press;Complaint of Shri Prabhakar Shukla, Chief Editor, Detective Media, Kushinagar, U.P. against Shri Sanjay Singh, Block Development Officer, Kushinagar, U.P.;November 15, 2013;Disposed of with directions;AnnualReport2014
Facilities to the Press;Complaint of Shri Tapesh Kumar Basu, Editor, Halfil Khabor, Hoogly, West Bengal, Kolkata against the Director of Information, Department of Information & Cultural Affairs, Government of West Bengal, Kolkata.;November 15, 2013;Settled;AnnualReport2014
Facilities to the Press;Complaint of Shri Mahavir Jain, Editor, Marulehar, Barmer, Rajasthan against the Commissioner, Municipal Council, Barmer and Director, Department of Local Bodies, Government of Rajasthan, Jaipur.;November 15, 2013;Disposed of with directions;AnnualReport2014
Facilities to the Press;Complaint of Dr. Sajal Basu, Chief of News Bureau, Indian News Service, Kolkata against the Director, Department of Information & Cultural Affairs, Government of West Bengal, Kolkata.;November 15, 2013;Disposed of with directions;AnnualReport2014
Facilities to the Press;Complaint of Shri Jasbir Singh Sukhija, Chief Editor / Publisher / Printer / Proprietor, Dashmesh Pita, Patiala, Punjab against Shri Ishwar Singh, District Public Relations Officer, Government of Punjab, Patiala, Punjab.;November 15, 2013;Dismissed- Devoid of merits;AnnualReport2014
Facilities to the Press;Complaint of Shri Leeladhar Peepal, Editor, Hatras Gaurav, Mahamayanagar, U.P. against the District Election Officer/DM, District Additional Information Officer, I&PRD, Government of U.P., Mahamayanagar, U.P.;March 26, 2014;Disposed of with directions;AnnualReport2014
Facilities to the Press;Complaint of Shri Syed Mujaddid Hasan, Editor, Akbar Times, Bhopal, M.P. against the Director, I&PRD, Government of M.P., Bhopal, M.P.;March 26, 2014;Disposed of with directions;AnnualReport2014
Facilities to the Press;Complaint of Shri T. Koti Reddy, Secretary, Hyderabad Union of Journalists, Hyderabad, A.P. and others against Security Personnel, Hyderabad, A.P.;March 26, 2014;Disposed of with directions;AnnualReport2014
Harassment of Newsmen;﻿1. Complaint of Km. Mamta Sharma, student B.ED. against the Government of Uttar Pradesh regarding as-sault on journalists during coverage of Aligarh riots.;June22, 1992;Withdrawn;AnnualReport1993
Harassment of Newsmen;2. Complaint of Sh. K. Narendra, Editor, The Daily Pratap, New Delhi against Delhi Administration;June22, 1992;Disposed with observations;AnnualReport1993
Harassment of Newsmen;3. Complaint of Sh. Shiv Kishore Pandey,;correspondent, Hindustan Samachar News Agency against the SP of Hamirpur for insult and man-handling.;Disposed;AnnualReport1993
Harassment of Newsmen;4. Complaint of Sh. Avanti Lal Jaiswal, Representative Weekly Sputnik against Police Authorities regarding instituting false cases against him.;correspondent, Hindustan Samachar News Agency against the SP of Hamirpur for insult and man-handling.;Upheld;AnnualReport1993
Harassment of Newsmen;5. Complaint of the Chief Editor, Dainik Rajiv Times, Indore against District Magistrate and Police authorities, Government of M.P.;September 9, 1992;Sub-judice;AnnualReport1993
Harassment of Newsmen;6. Complaint of the Editor, Dainik Fauladi Kalam, Chhattarpur against District Collector, Chhattarpur (M.P.);September 9, 1992;Assurance by authorities;AnnualReport1993
Harassment of Newsmen;7. Complaint of Smt. Rukmani Pawar, publisher 'Dainik Pathakhera ka Saput' of Sarani against Sarani po-lice, Govt. of M.P.;September 9, 1992;Upheld;AnnualReport1993
Harassment of Newsmen;8. Complaint of Sh. Manni Lal Gupta, correspondent 'Navyug Satyam' against the Agriculture Officer, Govt. of U.P. for threatening calls;September 9, 1992;Upheld ;AnnualReport1993
Harassment of Newsmen;9. Complaint of Sh. Komal Chand Verma, Correspondent/ Secretary, U.P. Shramjivi Patrakar Union, Mirzapur against police officials of U.P.;September 9, 1992;Assurance by authorities;AnnualReport1993
Harassment of Newsmen;10. Complaint of Sh. Shashi Bhushan, Zonal President All India Small News-papers Association, Mirzapur against Uttar Pradesh Police Authorities.;September 9, 1992;No action upon Assurance;AnnualReport1993
Harassment of Newsmen;"11. Complaint of Sh. Rajpal Singh editor ""Ganesh Times"" weekly Meerut against Sh. Gopal Chaube, SHO, Sardhana(U.P.)";January 6, 1993;Disposed-No action;AnnualReport1993
Harassment of Newsmen;12. Complaint of Sh. Kasim Rizvi, Ed-itor, Sugam Samachar against Dy. Di-rector, Fishery Deptt. Government of U.P.;January 6, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;b.Complaint of Shri Kasim Rizvi, correspondent Blitz against Dy. Di-rector, Fishery Deptt Govt of U.P.;January 6, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;13. Complaint of Chief Editor of Chardikala against Tax-Authorities of Haryana.;January 6, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;14. Complaint of Sh. R. Shanmuga Raj, Editor and Publisher Puthiya Jananayagam against CBI, Madras.;January 6, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;15. Complaint of Sh. K.P. Srivas, Bilaspur correspondent Weekly Hindi/Urdu Action, Korba, against Police Officer, Bilaspur, M.P.;January 6, 1993;Sub-judice;AnnualReport1993
Harassment of Newsmen;16. Complaint of Editor 'Prateek Times', Shahdara, Delhi against the Police authorities, Delhi.;March 31, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;17. Complaint of Sh. V.G. Theodore, Freelance Journalist of Upper Gudalur, Nilgiris against police authorities regarding harassment.;March 31, 1993;Disposed with observations;AnnualReport1993
Harassment of Newsmen;18. Complaint of Goa Union of Journalist against Goa Police.;March 31, 1993;Disposed with observations;AnnualReport1993
Harassment of Newsmen;19. Complaint of General Secretary, Goa Union of Journalists against Govern-ment of Goa.;March 31, 1993;Disposed upon satisfactory amends;AnnualReport1993
Harassment of Newsmen;20. Complaint of Sh. Subhash Jain, Ad-vocate and Editor, 'Aaj Ki Janata' against the Government of M.P.;March 31, 1993;Disposed with observations;AnnualReport1993
Harassment of Newsmen;21. Complaint of Sh. Shankar Lal Saini, District correspondent, Churu, Rajasthan against officials of Health Department, Rajasthan.;Disposed with observations;Rejected;AnnualReport1993
Harassment of Newsmen;22. Complaint of Sh. Joginder Singh Bisht, Ranikhet based correspondent. of Navbharat Times against police authorities of U.P.;March 31, 1993;Disposed with observations;AnnualReport1993
Harassment of Newsmen;23. Complaint of M. Somachari, Editor, Godavariloya Prathighatana Mushe-erabad, Hyderabad against the Po-lice of Andhra Pradesh for harass-ment.;March 31, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;24. Complaint of Editor, Aligarh Path re-garding harassment by Commandant Home Guard and C.O. Police.;March 31, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;25. Complaint of Sh. Brijendra Kumar Mishra, Journalist, Baharaich Mail against police officials of Thana Dargah.;March 31, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;26. Complaint of Sh. Ajay Kumar Bose, Correspondent, Madhyaken Weekly through Sh. Shravan Gaurav, Na-tional Vice-President, Small Press Association of India, U.P. against the Police authorities for atrocities;March 31, 1993;Upheld;AnnualReport1993
Harassment of Newsmen;27. Complaint of Sh. Savika Dharampal, Publisher and Editor Daily 'Savika' against S.H.O., police station, Itawa, U.P.;March 31, 1993;Sub-judice;AnnualReport1993
Harassment of Newsmen;28. Complaint of Sh. D.A. Siddiqui, Edi-tor, 'Roorki-Darpan' against S.D.M., Roorki regarding harassment and threats.;March 31, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;29. Complaint of Sh. Naveen Kumar Sharma, Journalist, Dainik Udgaar, Bhind against police officials of M.P.;March 31, 1993;Assurance by authorities;AnnualReport1993
Harassment of Newsmen;30. Complaint of Sh. Ramesh Sahu, Chief Editor, 'Hindu Ki Garjana' against police officials.;March 31, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;31. Complaint of Dr. A.S. Khan, Editor, 'Jag Bharat Times' against S.H.O., Preet Vihar;March 31, 1993;Dismissed;AnnualReport1993
Harassment of Newsmen;32. Complaint of Pt. Vasudev Sridhar Desai, Working Journal-ist against Government of Madhya Pradesh.;March 31, 1993;Sub-judice;AnnualReport1993
Facilities to the Press;33. Complaint of the Editor, Yug Seva against, Government of Madhya Pradesh.;June 22, 1992;Disposed with observations;AnnualReport1993
Facilities to the Press;34. Complaint of the Editor, 'Akash Marg' Daily against Government of Bihar regarding non-release of advertisements.;June 22, 1992;Assurance by authorities;AnnualReport1993
Facilities to the Press;35. Complaints of the publisher 'The Daily Pilot' against the Punjab Elec-tricity Board Patiala for non release of advertisements.;June 22, 1992;Dismissed;AnnualReport1993
Facilities to the Press;36. Complaint of the Editor, 'Inkisaf against Railway authorities.;September 9, 1992;Assurance by authorities;AnnualReport1993
Facilities to the Press;37. Complaint of Sh Vijay Kumar Jha, correspondent 'Patliputra Times,' against the Information & Public Relations Deptt. of Bihar Govt. for can-celling his Press Accreditation.;January 6, 1993;Disposed with observations;AnnualReport1993
Facilities to the Press;38. Complaint of the Editor/publisher, 'Yuva Sanklap' publishing from Jabalpur against the Govt. of M.P. for non-release of advertisements.;January 6, 1993;Rejected;AnnualReport1993
Facilities to the Press;39. Complaint of Sh. K. Sudhakar Patnaik, Journalist, Indian Express, Koraput vs. Govt. of Orissa.;January 6, 1993;Settled;AnnualReport1993
Facilities to the Press;40. Complaint of Sh. Prabir kumar Sarkar, Editor, 'Coal Field Times' Bengali Weekly against Eastern Coal Fields Ltd., Calcutta.;March 31, 1993;Rejected ;AnnualReport1993
Facilities to the Press;41. Complaint of Sh. Prem Prakash Gen-eral Secretary, News Cameramen's Association, New Delhi against Elec-tion Commission of India, New Delhi.;March 31, 1993;Disposed with observations;AnnualReport1993
Facilities to the Press;42. Complaint of Sh. Prem Prakash, Gen-eral Secretary, News Cameramen's As-sociation, New Delhi against Govt. for denial of access to news at Indira Gan-dhi International Airport.;March 31, 1993;Disposed with observations;AnnualReport1993
Facilities to the Press;43. Complaint of Sh. Shitala Bax Singh, journalist and others against the Distt. Admn. Hardoi, for denying authority letter and other facilities for coverage of election events.;March 31, 1993;Assurance by authorities;AnnualReport1993
Facilities to the Press;44. Complaint of Sh. Narayan Das Maurya, Editor, Samanata Weekly against the Administration, Munici-pal Committee, Piparia, M.P. .;March 31, 1993;Disposed with observations;AnnualReport1993
Facilities to the Press;45. Complaint of Sh. C.S. Dev, Chair-man, Bihar Non Daily Newspapers Union against the State Agriculture Marketing Board for not releasing advertisements to local small newspapers.;March 31, 1993;Disposed with observations;AnnualReport1993
Facilities to the Press;46. Complaint of Sh. Bal Krishan Verma, Chief Editor, Swaran Darpan, Jhansi against Sh. D.P. Singh, Deputy Direc-tor, National Soil Conservation (Agriculture) Directorate Jhansi;March 31, 1993;Dismissed;AnnualReport1993
Facilities to the Press;47. Complaint of Editor, Mazdoor Morcha, Faridabad against the Government of Haryana and Postal Authorities, Government of India.;March 31, 1993;Assurance by authorities;AnnualReport1993
Facilities to the Press;48. Complaint of Sh. Aziz Jhansvi, Editor, daily 'Inkishaf against the Director, I&PRD for stopping the advts.;March 31, 1993;Dismissed as settled and withdrawn;AnnualReport1993
Facilities to the Press;49. Complaint of the Editor, Bhilai Times against Special Area Develop-ment Authority, Bhilai.;March 31, 1993;Dismissed;AnnualReport1993
Facilities to the Press;50. Complaint of Dr. Rajjab Khan, Edi-tor, Publisher & Owner, daily 'Fauladi Kalam' against Public Relations Dept. Madhya Pradesh.;March 31, 1993;Withdrawn;AnnualReport1993
Facilities to the Press;51. Complaint of Sh. Ramesh Chandra Aggarwal of 'Dainik Bhaskar' against MP Housing Board for adopt-ing discriminatory policy in the mat-ter of release of advts.;March 31, 1993;Withdrawn;AnnualReport1993
Facilities to the Press;52. Complaint of Sh. Baburam Bansal, Convenor, Punjab Journalist Union against the Punjab Public Relations Department for denying Press Accreditation.;March 31, 1993;Assurance by authorities;AnnualReport1993
