ComplaintType;Complaint;Date;Decision;Report_name
Facilities to the Press;159. Complaint of Editor, Shipping & Newsletter, Jamnagar against Information and Public Relations Department, Government of Gujarat;October 16, 2000;Directions;AnnualReport2001
Facilities to the Press;160. Complaint of Shri Moolchand Yadav, Journalist/President, Jhansi Press Club, Jhansi, U.P. against Shri Ravinder Singh, Member, Press Accreditation Committee, Government of U.P.;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;161. Complaint of Shri Kaluram Tyagi, Editor, Gram Utthan, Muzaffarnagar against DAVP;December 18, 2000;Dismissed being baseless;AnnualReport2001
Facilities to the Press;162. Complaint of the Chief Editor, Standard Ajmenav, Lucknow against Information and Public Relations Department, Government of U.P., Lucknow;December 18, 2000;Dismissed;AnnualReport2001
Facilities to the Press;163. Complaint of Shri Ramesh Chandra Likharia, Correspondent, Bharat Apradh Samachar, Jhansi against District Information Officer, Jhansi;December 18, 2000;Dismissed on merits;AnnualReport2001
Facilities to the Press;164. Complaint of Thakur Das Chanchal, Reporter, Dainik Hindu, Muzaffarnagar, U.P. against District Information Officer, Muzaffarnagar;December 18, 2000;Proceedings dropped;AnnualReport2001
Facilities to the Press;165. Complaint of Editor, Aawaz Darpan Weekly, Basti, U.P. against Directorate of Information and Public Relations, U.P., Lucknow;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;166. Complaint of Shri Abdul Ajiz Pahalwan, Editor, Aaj Ke Log, Hindi Fortnightly, Janpad Rampur against Department of Information and Public Relations, Government of Uttar Pradesh;December 18, 2000;Dismissed;AnnualReport2001
Facilities to the Press;167. Complaint of Shri Naresh Jain, Editor, Oswal Pratiyogita Vigyapan, Hindi Monthly, Agra against Post Master General. Agra Circle;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;168. Complaint of Editor, Satya Darpan Weekly, Khatauli, District Muzaffarnagar against Director, Information & Public Relations Department, Government of U.P., Lucknow;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;169. Complaint of Dr. Izhar Alam, Editor, Asia-82, Kanpur against the DAVP;December 18, 2000;Proceedings dropped;AnnualReport2001
Facilities to the Press;170. Complaint of Shri Mohan Nagpal, Publisher, Dainik Pilot, Bhatinda against Shri Bansi Lal Ex-Chief Minister, Haryana;December 18, 2000;Upheld;AnnualReport2001
Facilities to the Press;171. Complaint of the Editor, University Today, New Delhi against the Vice-Chancellor, IGNOU, New Delhi;December 18, 2000;Upheld;AnnualReport2001
Facilities to the Press;172. Complaint of the Editor, The Bharashttantra (Weekly), Rohtak against Chief Postmaster General, Haryana Circle, Ambala;December 18, 2000;Grievance redressed;AnnualReport2001
Facilities to the Press;173. Complaint of Shri Babu Ram Bansal, Journalist, Mansa against Telecom District Manager, Bhatinda;December 18, 2000;Dismissed;AnnualReport2001
Facilities to the Press;174. Complaint of the Chief Editor, Dainik Vrittant, Unnao against the District Assistant Nibandhak, Sehkari Samiti, Unnao, Uttar Pradesh;December 18, 2000;Withdrawn;AnnualReport2001
Facilities to the Press;175. Complaint of Acharya Bhaskaranand Lohni, Freelance Journalist, Lucknow against Directorate of Information and Public Relations Department, Government of U.P., Lucknow;December 18, 2000;Dismissed on merits;AnnualReport2001
Facilities to the Press;176. Complaint of the Editor, Vatan-E-Millat, Urdu Weekly, Kanpur against the DAVP;December 18, 2000;Proceedings dropped;AnnualReport2001
Facilities to the Press;177. Complaint of Shri Tikamdar Tikiyani, Editor, Bharat Bhoomi daily, Ajmer against the Director, Information and Public Relations Department, Government of Rajasthan;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;178. Complaint of Shri Harish Veryani, Editor, Hindu, Sindhi Daily, Ajmer against Director, I & PRD, Government of Rajasthan, Jaipur;December 18, 2000;Directions;AnnualReport2001
Facilities to the Press;179. Complaint of Shri Balbir Singh Bir, President, Central Punjabi Newspapers Association, New Delhi against Government of Delhi and Directorate of Information and Publicity, Government of NCT of Delhi;March 26, 2001;Directions;AnnualReport2001
Facilities to the Press;180. Complaint of Shri Virendra Kumar Mittal, Chief Editor, Indore Herald, Indore against Shri D.K. Khare, the then CTO, Indore;March 26, 2001;Assurance;AnnualReport2001
Facilities to the Press;181. Complaint of Shri B.P. Mishra, Publisher, Khas Jagran, Kanpur against the DAVP;March 26, 2001;Directions;AnnualReport2001
Facilities to the Press;182. Complaint of Editor, Jung Joo, Urdu Weekly, Kanpur against DAVP;March 26, 2001;Directions;AnnualReport2001
Facilities to the Press;183. Complaint of Editor, Insaaf Ki Batein, Kajipura, Baharaich, U.P. against District Magistrate, Baharich;March 26, 2001; Directions;AnnualReport2001
Facilities to the Press;184. Complaint of Editor, Gram Utthan Samachar Patra, Khatauli, District Muzaffarnagar against Shri Amit Mohan Prasad, the then District Magistrate, Muzaffarnagar;March 26, 2001;Dismissed;AnnualReport2001
Facilities to the Press;185. Complaint of Mohd. Anas Siddiqui, Publisher, Voice of Politics, Delhi against Government of National Capital Territory of Delhi;March 26, 2001;Directions;AnnualReport2001
Facilities to the Press;186. Complaint of Shri Vikas Chandra Maharaj, Correspondent, Hindustan, Bokaro and others against Deputy Commissioner, Bokaro;March 26, 2001;Directions;AnnualReport2001
Facilities to the Press;187. Complaint of Publisher, Mukta Bihanga, Khariar, Orissa against RNI, New Delhi;March 26, 2001;Dismissed for lack of substance;AnnualReport2001
Facilities to the Press;188. Complaint of Shri Narendra Kumar Tiwari, Editor, Anant Prabha India, Allahabad against Tele-communication Department;March 26, 2001;Dismissed;AnnualReport2001
Facilities to the Press;189. Complaint of Mohd. Umar Quraishi, District Correspondent, Swaraj Times, Mathura against Assistant Director, Information, Government of U.P., Mathura;March 26, 2001;Dismissed for want of sufficient material;AnnualReport2001
Facilities to the Press;190. Complaint of Dr. Sukesh Sharma, Chief Editor, Desh Dulara, Saharanpur against Secretary, Information Department, Director, DAVP;March 26,2001;Proceedings dropped;AnnualReport2001
Facilities to the Press;191. Complaint of Shri Chandra Shekhar, General Secretary, All India Small and Medium Newspapers Federation, Kanpur against Secretary, Information Department, Director, DAVP;March 26,2001;Complain not sustained;AnnualReport2001
Facilities to the Press;192. Complaint of Editor, Viniyoga Hakku, Guntur against Guntur District Accreditation Committee, Guntur;March 26,2001;Withdrawn ;AnnualReport2001
Curtailment of Press Freedom;193. Complaint of Shri U.C. Sharma, Editor, Muzaffar-nagar Bulletin regarding attack on Muzaffarnagar Bulletin by RSS Workers and police inaction in the matter;June12,2000;Upheld;AnnualReport2001
Curtailment of Press Freedom;194. Complaint of Shri Raj Daluja, Editor-in-Chief, State Times, Jammu regarding vicious attack on the office complex of the newspaper;August 28, 2000;Proceedings dropped ;AnnualReport2001
Curtailment of Press Freedom;195. Suo-motu action regarding attack on the office of the New Indian Express, Bangalore;August 28, 2000;Proceedings dropped ;AnnualReport2001
Curtailment of Press Freedom;196. Complaint of the Editor, Faridabad Mazdoor Samachar, Faridabad against Management Goons, Faridabad;December18,2000;Directions;AnnualReport2001
Harassment of Newsmen;﻿1. Complaint of Shri Rajesh Kumar, Editor, Reporter's Eyes and Shri Sardar Bhupinder New Singh, Editor, India One Day, Delhi against the Additional Commissioner, Deputy Faridabad and the S.D.M. Ballabhgarh, Haryana ;June 12, 2008 ;Dismissed devoid of merit;AnnualReport2009
Harassment of Newsmen;2. Complaint of Shri Vijay Kumar Publisher/Editor, Srivastava, Bagpat Delhi News, New against Shri O.P. Singh, Sub- Inspector, Pakwara, Moradabad, Pradesh Uttar ;June 12, 2008 ;Sub-judice;AnnualReport2009
Harassment of Newsmen;3. Complaint of Smt. Krishna Chief Shukla, Editor, Taphtish, Hindi Sultanpur, weekly, Uttar Pradesh against local police authorities, Sultanpur ;June 12, 2008 ;Sub-judice;AnnualReport2009
Harassment of Newsmen;4. Complaint ofShri Rajkishore Journalist, Gupta, Dainik Navkaramyug, Nagar, Chitrakoot, Gandhi Uttar Pradesh local police against authorities and Railway Police Force, Chitrakoot, Uttar Pradesh ;June 12, 2008 ;Closed;AnnualReport2009
Harassment of Newsmen;5. Complaint of Shri Gurinder Mehandiratta, Singh Press Correspondent, Daily Spokesman, Faridkot, Punjab against local police authorities  ;June 12, 2008 ;Assurancе;AnnualReport2009
Harassment of Newsmen;6. Complaint of the President and other members of Press Club of Mengalganj, Lakhimpur Khiri, U.P.against local police authorities ;October 14, 2008 ;Dismissed devoid of merit;AnnualReport2009
Harassment of Newsmen;7. Complaint of Shri H.R. Khan, Editor, Operation, Hindi weekly, Uttar Pradesh against the District Magistrate, Kanpur, Uttar Pradesh ;October 14, 2008 ;Disposed of with directions;AnnualReport2009
Harassment of Newsmen;8. Complaint of Shri Salman Rizvi, Journalist, Dainik Jagran, Khiri, Uttar Pradesh against local police authorities, Khiri, Uttar Pradesh ;October 14, 2008 ;Withdrawn;AnnualReport2009
Harassment of Newsmen;9. Complaint of Shri Prashant Gaur, District Bureau Chief, Dainik CNN, Bulandshahar, Uttar Pradesh against local police authorities ;October 14, 2008 ;Upheld;AnnualReport2009
Harassment of Newsmen;10. Complaint of Shri Pramendra Sirohi, SubEditor, Khuli Kahaniya, Meerut, Uttar Pradesh against the local police authorities, Meerut, Uttar Pradesh;October 14, 2008 ;Advised;AnnualReport2009
Harassment of Newsmen;11. Complaint of Shri ImamuddinKhan, Correspondent, Dainik Jagran, Meerut, Uttar Pradesh against local police authorities ;October 14, 2008 ;Matter allowed to rest;AnnualReport2009
Harassment of Newsmen;12. Complaint ofShriVed Gupta, Editor,Doon Ujala, Dehradun, Uttrakhand againstlocal police authorities ;October 14, 2008 ;Closed;AnnualReport2009
Harassment of Newsmen;13. Complaint of Shri Ved Prakash Pandey. Freelancer, Shahjahanpur, Uttar Pradesh against local police authorities ;October 14, 2008 ;Dismissed on merit;AnnualReport2009
Harassment of Newsmen;14. Complaint of Shri M.M. Khan, Editor, Indica Times, Lucknow, Uttar Pradesh against local police authorities ;October 14, 2008 ;Lack of substance;AnnualReport2009
Harassment of Newsmen;15. Complaint of Pt. Umesh Kumar Chaturvedi, Journalist, Satyamail, Jhansi, U.P. against Shri Dilip Sarawagi and local police authorities, U.P. ;March 2, 2009 ;Rejected;AnnualReport2009
Harassment of Newsmen;16. Complaint of Shri Shivakant Pathak, Correspondent, Dainik Dewan and Dainik Karamyug Prakash, Jalaun, U.P. against police authorities of Jalaun, U.P.;March 2, 2009 ;Closed;AnnualReport2009
Harassment of Newsmen;17. Complaint of Shri Jitender Mohan Saxena, Editor, Kalyug Ki Duniya, Pilibhit, U.P. against the Chief Medical Officer, Pilibhit, U.P. ;March 2, 2009 ;Dismissed;AnnualReport2009
Harassment of Newsmen;18. Complaint of Shri Iliyaskhan, Editor/ Publisher, weekly Barasta Toofan, Badanpur, Maharashtra against local police authorities Facilities to the Press ;March 2, 2009 ;Upheld;AnnualReport2009
Harassment of Newsmen;19. Complaint ofthe Editor, Apradh Hathras, Bodh, Uttar Pradesh against Additional the District Information Hathras, Officer, Uttar Pradesh ;June 12, 2008 ;Closed - devoid of merit ;AnnualReport2009
Harassment of Newsmen;20. Complaint of the Publisher, Shilpanchaler Gramanchal Khabar, Burdwan, Bengal against West the DAVP,. New Delhi ;June 12, 2008 ;Withdrawn;AnnualReport2009
Harassment of Newsmen;21.Complaint of Pandit Sanjib Dass, Narayan Chief Editor, Jugar Sadhan and Jyotishphalak against Government the I&PRD, of Assam, Guwahati.;October 14, 2008;Lack ofsubstancе;AnnualReport2009
Harassment of Newsmen;22. Complaint of Shri Uttam Sharma, Chandra Editor-in-Chief, Bulletin, Muzaffarnagar Uttar Pradesh against U.P. Power Corporation ;October 14, 2008; Disposed of with directions;AnnualReport2009
Harassment of Newsmen;23. Complaint of Shri Umashankar Mishra, the Editor, USM Patrika, Ghaziabad, Uttar Pradesh against the DAVP, New Delhi ;October 14, 2008;Directions;AnnualReport2009
Harassment of Newsmen;24. Complaint of Shri Prashant Kumar Singh, Publisher/Owner, Farmer Sandesh, Meerut, Uttar Pradesh against the DAVP, New Delhi ;October 14, 2008;Closed;AnnualReport2009
Harassment of Newsmen;25. Complaint of Shri Uttam Chandra Sharma, Editor, Muzaffarnagar Bulletin, Muzaffarnagar against postal authorities, Muzaffarnagar, U.P. ;March 2, 2009;Disposed of ;AnnualReport2009
Harassment of Newsmen;26. Complaint of Shri Sarvesh Kumar 'Suyash', Research Journalist, Kanpur against the Director, I&PRD, Lucknow ;March 2, 2009;Disposed of with directions ;AnnualReport2009
Harassment of Newsmen;27. Complaint of Shri L.C. Gupt, Editor, Pilibhit Times, Pilibhit, U.P. against the District Magistrate, Pilibhit ar'd the DIO, Pilibhit, U.P. ;March 2, 2009;Matter allowed to rest with directions;AnnualReport2009
Harassment of Newsmen;28. Complaint of Shri Satish Sharma, Managing Editor, Savera India Times, Nani-Daman against the Information and Publicity Department, Government of Daman and Diu ;March 2, 2009;Directions;AnnualReport2009
Harassment of Newsmen;29. Complaint of Dr. H.H. Majid Hussain, Chief Editor, Daily Urdu Action, Bhopal, M.P. against the Commissioner, Public Relations Department, Bhopal, M.Р.;Curtailment of Press Freedom ;Disposed of with directions and observations;AnnualReport2009
Harassment of Newsmen;30. Complaint of Shri Sharad Audhichya, Editor, Semaria Express, Satna, M.P. against anti social elements, Satna, M.P. ;March 2, 2009 ;Assurance;AnnualReport2009
Harassment of Newsmen;﻿1. Complaint of Sh. Prem Saraswat, Press Reporter Dainik Chetna, Siwani against Siwani Police, Haryana.;April 6, 1999;Closed with directions;AnnualReport2000
Harassment of Newsmen;2. Complaint of Sh. Naresh Thakkar, Journalist and Photographer, Chittorgarh against Police Authorities.;April 6, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;3. Complaint of Sh. Satubha Kanubha Vaghela, Editor, Surendranagar Times against The Collector, Surendranagar District.;April 6, 1999;Dismissed for lack of substance;AnnualReport2000
Harassment of Newsmen;4. Complaint of Sh. Mahanarayan Singh Bisen, Correspondent, Hindustan, Allahabad against anti-social elements, local police and administration, Government of U.P.;April 6, 1999;Directions;AnnualReport2000
Harassment of Newsmen;5. Complaint of Sh. Rajesh Kumar Sharma, Editor, Shukra Shani, weekly, Meerut against Education Department, Government of Uttar Pradesh.;April 6, 1999;Directions;AnnualReport2000
Harassment of Newsmen;6. Complaint of Sh. Madan Mohan 'Manav' District Representative, Dainik Nisha Naresh, Mathura against District Manager, Telecommunication and Sr. Superintendent of Police, Mathura, U.P.;April 6, 1999;Grievance redressed;AnnualReport2000
Harassment of Newsmen;7. Complaint of Sh. Kunwar Soaib, Correspondent, UNI against S.D.M. and CO, Khurja.;April 6, 1999;Proceedings dropped;AnnualReport2000
Harassment of Newsmen;8. Complaint of Sh. Ravinder Saxena, Correspondent, Amar Ujala, Badayun against local police authorities, Badayun, Uttar Pradesh.;April 6, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;9. Complaint of the Publisher, Bheem Netritya, Barabanki against Barabanki Administration, U.P.;April 6, 1999;Dismissed for lack of subst-ance;AnnualReport2000
Harassment of Newsmen;10. Complaint of Editor, Banda Tahzeeb against Sh. Mattaki Raza, Central Nazir of District Judges and Rajaram Gurudev Cashier.;April 6, 1999;Sub-judice;AnnualReport2000
Harassment of Newsmen;11.Complaint of Sh. Bhaskar, Correspondent of Jansatta and Sandhya Prahari, Hajipur against District Magistrate, Vaishali.;June 7, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;12. Complaint of Sh. Ranjit Kumar Roy, Activist, National Human Rights Association, Ranchi against Government of Bihar, Patna.;June 7, 1999;Directions;AnnualReport2000
Harassment of Newsmen;13.Complaint of Sh. Vijay Kumar Jha, Correspondent, Aryavarta and Ashok Kumar Akela, Rashtriya Naveen Mail against General Manager, Town Services, Steel Plant Bokaro and Smt. Manjari Jaruhar, DIG, CISF.;June 7, 1999;Complaint not pursued;AnnualReport2000
Harassment of Newsmen;14.Complaint of Sh. Gyanesh Kumar Srivastava, Journalist, District Devdhar, Bihar against police authorities, Bihar, Patna.;June 7, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;15. Complaint of Sh. Binay Bhusan Pattanayak, Keonjhar (Orissa) against Govt. of Orissa.;June 7, 1999;Directions;AnnualReport2000
Harassment of Newsmen;16.Complaint of Shri Sanjay Donde, Journalist, Rashtrasatta, Igatpuri, District Nashik against City President, Shiv Sena and police authorities.;June 7, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;17. Complaint of Sh. Lakshmi Narayan Pandey, Journalist, Basti, U.P. against Shri Sukhpal Pandey, Minister of State Transport, Govern-ment of U.P.;August 6, 1999;Directions;AnnualReport2000
Harassment of Newsmen;18. Complaint of Sh. Narendra Singh, Journalist, Unnao against Shri Pran Nath Awasthi, Editor, Dainik Vrittanta, Unnao, Uttar Pradesh.;August 6, 1999;Dismissed being outside jurisdiction;AnnualReport2000
Harassment of Newsmen;19. Complaint of Shri K. A. Nomani, Editor, Zero Times, Azamgarh against Shri Bajrang Tripathi, Manager, Children College, Azamgarh, Uttar Pradesh.;August 6, 1999;Disposed with directions;AnnualReport2000
Harassment of Newsmen;20.Complaint of Sh. Mahesh Mishra, Sub-Editor, Aaj, Lucknow and others against Balu Mafia and police authorities.;August 6, 1999;Directions;AnnualReport2000
Harassment of Newsmen;21. Complaint of Shri Sukesh Sharma, Publisher/Editor, Desh Dulara, Hindi weekly, Saharanpur against Smt. Seema Johnsari, Assistant Director, Special World Bank Project.;August 6, 1999;Dismissed on merits;AnnualReport2000
Harassment of Newsmen;22. Complaint of Shri Ram Naresh Yadav, Chief Editor Desh Ke Kamere, Hindi Weekly, Unnao against police authorities, Unnao, Uttar Pradesh.;August 6, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;23. Complaint of Shri Bhojraj Singh Arya, Editor, Hathras Samachar, Hathras, Uttar Pradesh against District Magistrate, Hathras and District Supply Officer, Hathras, Uttar Pradesh.;August 6, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;24. Complaint of Sh. Ajay Kumar Pathak, Corres-pondent, Rashtriya Sahara, Sultanpur against police authorities.;August 6, 1999;Directions;AnnualReport2000
Harassment of Newsmen;25. Complaint of Sh. Ravi Kant Sharma, Editor, Amar Ujala, Bareilly against Shri M. D. Tiwari, Vice-Chancellor, Mahatama Jyotiba Phule Rohilkhand University, Bareilly.;August 6, 1999;Disposed with directions;AnnualReport2000
Harassment of Newsmen;26. Complaint of Shri S. P. Gupta, Publisher, Mathura Refinery Darpan against District Magistrate, Mathura and Oil India Limited.;August 6, 1999;Dismissed with observations;AnnualReport2000
Harassment of Newsmen;27. Complaint of Shri S. Balaji, Editor, Sarkarada;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Directions;AnnualReport2000
Harassment of Newsmen;28. Complaint of Sh. S. John Ravi, Editor, Laity Focus and News Bangalore against police authorities.;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Upheld;AnnualReport2000
Harassment of Newsmen;29. Complaint of the Manager, Nakkheeran against the Tamil Nadu Police and Special Task Force.;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Dropped upon observations;AnnualReport2000
Harassment of Newsmen;30. Complaint of the Editor, Nakkheeran, Chennai against Shri R. Sarath Kumar.;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Dropped for want of facts;AnnualReport2000
Harassment of Newsmen;31. Complaint of Editor, Shanti Sainik, Bangalore against Raibag police station.;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Upheld;AnnualReport2000
Harassment of Newsmen;32. Complaint of Editor, Nakkheran, Chennai against Tamil Nadu Police.;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Upheld;AnnualReport2000
Harassment of Newsmen;33. Complaint of Shri Vishnu Murthy, Janamitra, Telugu and English weekly, Yanam against Yanam Police.;August 6, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;34. Complaint of Sh. Ishfaq-ul-Hassan, Reporter, Kashmir Times, Srinagar against CRPF and Jammu & Kashmir Police.;October 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;35. Complaint of Sh. Mohan Nagpal, Editor, The Pilot, Bhatinda against the Chief Secretary, Govt. of Punjab for holding inquiry in respect of news published in the newspaper.;October 13, 1999;Disposed with observations;AnnualReport2000
Harassment of Newsmen;36.Complaint of Sh. Rattan Kumar Tanwar, Editor/Publisher, Hindi weekly Tanwar Bharat, Bhiwani against police authorities, Bhiwani, Haryana.;October 13, 1999;Directions;AnnualReport2000
Harassment of Newsmen;37.Complaint of Sh. Ravi Shankar Sharma, Chief Editor, Buland Yuva, Buland against State Minister for Public Health and Housing, Government of Haryana.;October 13, 1999;Directions;AnnualReport2000
Harassment of Newsmen;b. Complaint of Sh. Ravi Shankar Sharma, Chief Editor, Buland Yuva, Buland against State Minister for Public Health and Housing, Government of Haryana.;October 13, 1999;Directions;AnnualReport2000
Harassment of Newsmen;38.Complaint of Smt. Santosh Yadav, Journalist, Narnaul against Superintendent of Police, Narnaul, Haryana.;October 13, 1999;Dismissed on merits;AnnualReport2000
Harassment of Newsmen;39. Complaint of Sh. Sheesh Pal Jindal, Journalist, Guhla Chika against Dr. D. P. Goel, Senior Medical Officer, Community Health Centre, Guhla, Haryana.;October 13, 1999;Dismissed on merits;AnnualReport2000
Harassment of Newsmen;40. Complaint of Sh. Jitendra Aggarwal, Journalist,;Dainik Jagran, Ambala City against S/Shri Suram and Ajay, S/o. Shri Fakir Chand Aggarwal, Deputy Speaker, Haryana Vidhan Sabha.;Dropped with observations;AnnualReport2000
Harassment of Newsmen;41. Complaint of Sh. Shrinivas Mahabal, Abhivyakti Media for Development, Nashik against police authorities, M.P.;December 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;42. Complaint of Sh. Hariprakash Aggarwal, Editor, Dainik Chhatarpur Paraman, M.P. against Shri Raghav Bhushan, City Inspector.;December 13, 1999;Disposed with directions;AnnualReport2000
Harassment of Newsmen;43. Complaint of Sh. Punit Chaturvedi, Bureau Chief, Dainik Public Asia, Bhopal against police authorities, Government of M.P.;December 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;44. Complaint of Sh. Virender Prasad Mishra, General Secretary, Patrakar Sangh, Mehar against local police.;December 13, 1999;Sub-judice;AnnualReport2000
Harassment of Newsmen;45. Complaint of the Chief Editor, Durga Shakti Weekly, District Ujjain against Deputy Superintendent of Police, Ujjain (M.P.);December 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;46. Complaint of Sh. Jitendra Soni, Chief Editor, Sanjha Lokswami, Indore against Shri Mahesh Joshi, Former Minister and Congress Leader.;December 13, 1999;Sub-judice;AnnualReport2000
Harassment of Newsmen;47. Complaint of Pt. P. R. Shukla, Chief Editor, Shramsudha, M.P. against Deputy Registrar, Katni, M.P.;December 13, 1999;Dismissed;AnnualReport2000
Harassment of Newsmen;48. Complaint of Sh. Charu Jha, Journalist, Rewa M.P. against police authorities, Rewa, M.P.;December 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;49. Complaint of Sh. Padamdhar Pati Tripathi, Managing Editor, Samay, Hindi Daily, Siddi, M.P. against the District Administration, Govt. of M.P.;December 13, 1999;Upheld;AnnualReport2000
Harassment of Newsmen;50. Complaint of Sh. Om Prakash (Gudha) Jain,Chief Editor, Saptahik Column, Damoh against District Admn. and Police Authorities.;December 13, 1999;Sub-judice;AnnualReport2000
Harassment of Newsmen;51. Complaint regarding harassment of the editor of Sarita against the Punjab Police.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;52. Complaint of Sh. Harjit Dua, Editor, Yuva Pukar and Sher-e-Yamuna Paar, Delhi against the police officials of Krishna Nagar.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;53. Complaint of the Secretary, Delhi Union of Journalists demanding judicial inquiry into the murder of Ms. Shivani Bhatnagar, investigative journalist.;February 14, 2000;Disposed with directions;AnnualReport2000
Harassment of Newsmen;54. Complaint of Sh. Rajiv Jain, Editor, The Page, New Delhi against Shri Tarvinder Singh, local MLA and anti-social elements.;February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;55. Complaint of Sh. Sahil Pandit, Executive Editor, Diler Shakti, New Delhi against Haryana Urban Development Authority, Haryana.;February 14, 2000;Directions;AnnualReport2000
Harassment of Newsmen;56. Complaint of Sh. Gulshan Kumar Mahajan, Chief Editor, Khabardar India. Delhi against Delhi Vidyut Board.;February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;57. Complaint of Sh. Kazim Rizvi, President, News-paper Editors' Guild of India, Varanasi regarding harassment of the journalists and murder of the Editor, Urdu Daily 'Azad Hind'.;February 14, 2000;Assurance;AnnualReport2000
Harassment of Newsmen;58. Suo-motu inquiry regarding assault on Mr. Kishan Seth, Photo-journalist, Lucknow by Mrs. Sonia Gandhi's Guards.;February 14, 2000;Observations;AnnualReport2000
Harassment of Newsmen;"59. Suo-motu inquiry initiated by the Press Council of India on the issue dated 20.12.1998 of Jansatta, New Delhi captioned 'Aur Ab Kalyan Sarkar Ne Patrakaron Par Halla Bola"".";February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;60. Complaint of Sh. T. C. Anantha Subba Rao, Member, National Working Journalists Asso-ciation and Editor, Margo Prabha, Kannada Daily and others, District Hassan against the police authorities.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;61. Complaint of Sh. Parmanand Mudgal, Chief Editor, Khetihar Hiteshi, Hindi weekly Rewari, Haryana against the police administration.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;62. Complaint of Sh. H. L. Choudhary, Editor, Samajik Bhawana, Narnaul, Haryana against the District Public Relations Officer, Narnaul, Haryana.;February 14, 2000;Disposed with directions;AnnualReport2000
Harassment of Newsmen;53. Complaint of the Secretary, Delhi Union of Journalists demanding judicial inquiry into the murder of Ms. Shivani Bhatnagar, investigative journalist.;February 14, 2000;Disposed with directions;AnnualReport2000
Harassment of Newsmen;54. Complaint of Sh. Rajiv Jain, Editor, The Page, New Delhi against Shri Tarvinder Singh, local MLA and anti-social elements.;February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;55. Complaint of Sh. Sahil Pandit, Executive Editor, Diler Shakti, New Delhi against Haryana Urban Development Authority, Haryana.;February 14, 2000;Directions;AnnualReport2000
Harassment of Newsmen;56. Complaint of Sh. Gulshan Kumar Mahajan, Chief Editor, Khabardar India. Delhi against Delhi Vidyut Board.;February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;57. Complaint of Sh. Kazim Rizvi, President, News-paper Editors' Guild of India, Varanasi regarding harassment of the journalists and murder of the Editor, Urdu Daily 'Azad Hind'.;February 14, 2000;Assurance;AnnualReport2000
Harassment of Newsmen;58. Suo-motu inquiry regarding assault on Mr. Kishan Seth, Photo-journalist, Lucknow by Mrs. Sonia Gandhi's Guards.;February 14, 2000;Observations;AnnualReport2000
Harassment of Newsmen;"59. Suo-motu inquiry initiated by the Press Council of India on the issue dated 20.12.1998 of Jansatta, New Delhi captioned 'Aur Ab Kalyan Sarkar Ne Patrakaron Par Halla Bola"".";February 14, 2000;Sub-judice;AnnualReport2000
Harassment of Newsmen;60. Complaint of Sh. T. C. Anantha Subba Rao, Member, National Working Journalists Asso-ciation and Editor, Margo Prabha, Kannada Daily and others, District Hassan against the police authorities.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;61. Complaint of Sh. Parmanand Mudgal, Chief Editor, Khetihar Hiteshi, Hindi weekly Rewari, Haryana against the police administration.;February 14, 2000;Upheld;AnnualReport2000
Harassment of Newsmen;62. Complaint of Sh. H. L. Choudhary, Editor, Samajik Bhawana, Narnaul, Haryana against the District Public Relations Officer, Narnaul, Haryana.;February 14, 2000;Disposed with directions;AnnualReport2000
